[NPM1]_WT,[NPM1]_Halo,[NPM1]_NFAST,[NPM1]_CFAST,Gamma,Experiment
0.4,0.2,0.1,0.3,1.0,0.046
0.4,0.2,0.1,0.3,2.0,0.093
0.4,0.2,0.1,0.3,4.0,0.185
0.4,0.2,0.15,0.25,0.25,0.037
0.4,0.2,0.15,0.25,0.5,0.075
0.4,0.2,0.15,0.25,1.0,0.149
0.4,0.2,0.15,0.25,2.0,0.299
0.4,0.2,0.15,0.25,4.0,0.597
0.4,0.2,0.2,0.2,0.25,0.048
0.4,0.2,0.2,0.2,0.5,0.096
0.4,0.2,0.2,0.2,1.0,0.192
0.4,0.2,0.2,0.2,2.0,0.384
0.4,0.2,0.2,0.2,4.0,0.768
0.4,0.2,0.25,0.15,0.25,0.037
0.4,0.2,0.25,0.15,0.5,0.075
0.4,0.2,0.25,0.15,1.0,0.149
0.4,0.2,0.25,0.15,2.0,0.299
0.4,0.2,0.25,0.15,4.0,0.597
0.4,0.2,0.3,0.1,0.25,0.012
0.4,0.2,0.3,0.1,0.5,0.023
0.4,0.2,0.3,0.1,1.0,0.046
0.4,0.2,0.3,0.1,2.0,0.093
0.4,0.2,0.3,0.1,4.0,0.185
0.4,0.2,0.35,0.05,0.25,-0.011
0.4,0.2,0.35,0.05,0.5,-0.021
0.4,0.2,0.35,0.05,1.0,-0.043
0.4,0.2,0.35,0.05,2.0,-0.085
0.4,0.2,0.35,0.05,4.0,-0.17
0.4,0.2,0.4,0.0,0.25,-0.0
0.4,0.2,0.4,0.0,0.5,-0.0
0.4,0.2,0.4,0.0,1.0,-0.0
0.4,0.2,0.4,0.0,2.0,-0.0
0.4,0.2,0.4,0.0,4.0,-0.0
0.4,0.25,0.0,0.35,0.25,-0.0
0.4,0.25,0.0,0.35,0.5,-0.0
0.4,0.25,0.0,0.35,1.0,-0.0
0.4,0.25,0.0,0.35,2.0,-0.0
0.4,0.25,0.0,0.35,4.0,-0.0
0.4,0.25,0.05,0.3,0.25,-0.015
0.4,0.25,0.05,0.3,0.5,-0.029
0.4,0.25,0.05,0.3,1.0,-0.059
0.4,0.25,0.05,0.3,2.0,-0.117
0.4,0.25,0.05,0.3,4.0,-0.234
0.4,0.25,0.1,0.25,0.25,0.003
0.4,0.25,0.1,0.25,0.5,0.006
0.4,0.25,0.1,0.25,1.0,0.013
0.4,0.25,0.1,0.25,2.0,0.026
0.4,0.25,0.1,0.25,4.0,0.051
0.4,0.25,0.15,0.2,0.25,0.021
0.4,0.25,0.15,0.2,0.5,0.041
0.4,0.25,0.15,0.2,1.0,0.082
0.4,0.25,0.15,0.2,2.0,0.165
0.4,0.25,0.15,0.2,4.0,0.33
0.4,0.25,0.2,0.15,0.25,0.021
0.4,0.25,0.2,0.15,0.5,0.041
0.4,0.25,0.2,0.15,1.0,0.082
0.4,0.25,0.2,0.15,2.0,0.165
0.4,0.25,0.2,0.15,4.0,0.33
0.4,0.25,0.25,0.1,0.25,0.003
0.4,0.25,0.25,0.1,0.5,0.006
0.4,0.25,0.25,0.1,1.0,0.013
0.4,0.25,0.25,0.1,2.0,0.026
0.4,0.25,0.25,0.1,4.0,0.051
0.4,0.25,0.3,0.05,0.25,-0.015
0.4,0.25,0.3,0.05,0.5,-0.029
0.4,0.25,0.3,0.05,1.0,-0.059
0.4,0.25,0.3,0.05,2.0,-0.117
0.4,0.25,0.3,0.05,4.0,-0.234
0.4,0.25,0.35,0.0,0.25,-0.0
0.4,0.25,0.35,0.0,0.5,-0.0
0.4,0.25,0.35,0.0,1.0,-0.0
0.4,0.25,0.35,0.0,2.0,-0.0
0.4,0.25,0.35,0.0,4.0,-0.0
0.4,0.3,0.0,0.3,0.25,-0.0
0.4,0.3,0.0,0.3,0.5,-0.0
0.4,0.3,0.0,0.3,1.0,-0.0
0.4,0.3,0.0,0.3,2.0,-0.0
0.4,0.3,0.0,0.3,4.0,-0.0
0.4,0.3,0.05,0.25,0.25,-0.019
0.4,0.3,0.05,0.25,0.5,-0.037
0.4,0.3,0.05,0.25,1.0,-0.074
0.4,0.3,0.05,0.25,2.0,-0.148
0.4,0.3,0.05,0.25,4.0,-0.297
0.4,0.3,0.1,0.2,0.25,-0.008
0.4,0.3,0.1,0.2,0.5,-0.015
0.4,0.3,0.1,0.2,1.0,-0.031
0.4,0.3,0.1,0.2,2.0,-0.062
0.4,0.3,0.1,0.2,4.0,-0.123
0.4,0.3,0.15,0.15,0.25,-0.0
0.4,0.3,0.15,0.15,0.5,-0.001
0.4,0.3,0.15,0.15,1.0,-0.001
0.4,0.3,0.15,0.15,2.0,-0.003
0.4,0.3,0.15,0.15,4.0,-0.005
0.4,0.3,0.2,0.1,0.25,-0.008
0.4,0.3,0.2,0.1,0.5,-0.015
0.4,0.3,0.2,0.1,1.0,-0.031
0.4,0.3,0.2,0.1,2.0,-0.062
0.4,0.3,0.2,0.1,4.0,-0.123
0.4,0.3,0.25,0.05,0.25,-0.019
0.4,0.3,0.25,0.05,0.5,-0.037
0.4,0.3,0.25,0.05,1.0,-0.074
0.4,0.3,0.25,0.05,2.0,-0.148
0.4,0.3,0.25,0.05,4.0,-0.297
0.4,0.3,0.3,0.0,0.25,-0.0
0.4,0.3,0.3,0.0,0.5,-0.0
0.4,0.3,0.3,0.0,1.0,-0.0
0.4,0.3,0.3,0.0,2.0,-0.0
0.4,0.3,0.3,0.0,4.0,-0.0
0.4,0.35,0.0,0.25,0.25,-0.0
0.4,0.35,0.0,0.25,0.5,-0.0
0.4,0.35,0.0,0.25,1.0,-0.0
0.4,0.35,0.0,0.25,2.0,-0.0
0.4,0.35,0.0,0.25,4.0,-0.0
0.4,0.35,0.05,0.2,0.25,-0.022
0.4,0.35,0.05,0.2,0.5,-0.044
0.4,0.35,0.05,0.2,1.0,-0.087
0.4,0.35,0.05,0.2,2.0,-0.174
0.4,0.35,0.05,0.2,4.0,-0.348
0.4,0.35,0.1,0.15,0.25,-0.018
0.4,0.35,0.1,0.15,0.5,-0.037
0.4,0.35,0.1,0.15,1.0,-0.074
0.4,0.35,0.1,0.15,2.0,-0.147
0.4,0.35,0.1,0.15,4.0,-0.295
0.4,0.35,0.15,0.1,0.25,-0.018
0.4,0.35,0.15,0.1,0.5,-0.037
0.4,0.35,0.15,0.1,1.0,-0.074
0.4,0.35,0.15,0.1,2.0,-0.147
0.4,0.35,0.15,0.1,4.0,-0.295
0.4,0.35,0.2,0.05,0.25,-0.022
0.4,0.35,0.2,0.05,0.5,-0.044
0.4,0.35,0.2,0.05,1.0,-0.087
0.4,0.35,0.2,0.05,2.0,-0.174
0.4,0.35,0.2,0.05,4.0,-0.348
0.4,0.35,0.25,0.0,0.25,-0.0
0.4,0.35,0.25,0.0,0.5,-0.0
0.4,0.35,0.25,0.0,1.0,-0.0
0.4,0.35,0.25,0.0,2.0,-0.0
0.4,0.35,0.25,0.0,4.0,-0.0
0.4,0.4,0.0,0.2,0.25,-0.0
0.4,0.4,0.0,0.2,0.5,-0.0
0.4,0.4,0.0,0.2,1.0,-0.0
0.4,0.4,0.0,0.2,2.0,-0.0
0.4,0.4,0.0,0.2,4.0,-0.0
0.4,0.4,0.05,0.15,0.25,-0.023
0.4,0.4,0.05,0.15,0.5,-0.046
0.4,0.4,0.05,0.15,1.0,-0.093
0.4,0.4,0.05,0.15,2.0,-0.186
0.4,0.4,0.05,0.15,4.0,-0.372
0.4,0.4,0.1,0.1,0.25,-0.025
0.4,0.4,0.1,0.1,0.5,-0.05
0.4,0.4,0.1,0.1,1.0,-0.1
0.4,0.4,0.1,0.1,2.0,-0.2
0.4,0.4,0.1,0.1,4.0,-0.4
0.4,0.4,0.15,0.05,0.25,-0.023
0.4,0.4,0.15,0.05,0.5,-0.046
0.4,0.4,0.15,0.05,1.0,-0.093
0.4,0.4,0.15,0.05,2.0,-0.186
0.4,0.4,0.15,0.05,4.0,-0.372
0.4,0.4,0.2,0.0,0.25,-0.0
0.4,0.4,0.2,0.0,0.5,-0.0
0.4,0.4,0.2,0.0,1.0,-0.0
0.4,0.4,0.2,0.0,2.0,-0.0
0.4,0.4,0.2,0.0,4.0,-0.0
0.4,0.45,0.0,0.15,0.25,-0.0
0.4,0.45,0.0,0.15,0.5,-0.0
0.4,0.45,0.0,0.15,1.0,-0.0
0.4,0.45,0.0,0.15,2.0,-0.0
0.4,0.45,0.0,0.15,4.0,-0.0
0.4,0.45,0.05,0.1,0.25,-0.022
0.4,0.45,0.05,0.1,0.5,-0.043
0.4,0.45,0.05,0.1,1.0,-0.086
0.4,0.45,0.05,0.1,2.0,-0.172
0.4,0.45,0.05,0.1,4.0,-0.344
0.4,0.45,0.1,0.05,0.25,-0.022
0.4,0.45,0.1,0.05,0.5,-0.043
0.4,0.45,0.1,0.05,1.0,-0.086
0.4,0.45,0.1,0.05,2.0,-0.172
0.4,0.45,0.1,0.05,4.0,-0.344
0.4,0.45,0.15,0.0,0.25,-0.0
0.4,0.45,0.15,0.0,0.5,-0.0
0.4,0.45,0.15,0.0,1.0,-0.0
0.4,0.45,0.15,0.0,2.0,-0.0
0.4,0.45,0.15,0.0,4.0,-0.0
0.4,0.5,0.0,0.1,0.25,-0.0
0.4,0.5,0.0,0.1,0.5,-0.0
0.4,0.5,0.0,0.1,1.0,-0.0
0.4,0.5,0.0,0.1,2.0,-0.0
0.4,0.5,0.0,0.1,4.0,-0.0
0.4,0.5,0.05,0.05,0.25,-0.015
0.4,0.5,0.05,0.05,0.5,-0.029
0.4,0.5,0.05,0.05,1.0,-0.059
0.4,0.5,0.05,0.05,2.0,-0.117
0.4,0.5,0.05,0.05,4.0,-0.234
0.4,0.5,0.1,0.0,0.25,-0.0
0.4,0.5,0.1,0.0,0.5,-0.0
0.4,0.5,0.1,0.0,1.0,-0.0
0.4,0.5,0.1,0.0,2.0,-0.0
0.4,0.5,0.1,0.0,4.0,-0.0
0.4,0.55,0.0,0.05,0.25,-0.0
0.4,0.55,0.0,0.05,0.5,-0.0
0.4,0.55,0.0,0.05,1.0,-0.0
0.4,0.55,0.0,0.05,2.0,-0.0
0.4,0.55,0.0,0.05,4.0,-0.0
0.4,0.55,0.05,0.0,0.25,-0.0
0.4,0.55,0.05,0.0,0.5,-0.0
0.4,0.55,0.05,0.0,1.0,-0.0
0.4,0.55,0.05,0.0,2.0,-0.0
0.4,0.55,0.05,0.0,4.0,-0.0
0.4,0.6,0.0,0.0,0.25,-0.0
0.4,0.6,0.0,0.0,0.5,-0.0
0.4,0.6,0.0,0.0,1.0,-0.0
0.4,0.6,0.0,0.0,2.0,-0.0
0.4,0.6,0.0,0.0,4.0,-0.0
0.45,0.0,0.0,0.55,0.25,
0.45,0.0,0.0,0.55,0.5,
0.45,0.0,0.0,0.55,1.0,
0.45,0.0,0.0,0.55,2.0,
0.45,0.0,0.0,0.55,4.0,
0.45,0.0,0.05,0.5,0.25,
0.45,0.0,0.05,0.5,0.5,
0.45,0.0,0.05,0.5,1.0,
0.45,0.0,0.05,0.5,2.0,
0.45,0.0,0.05,0.5,4.0,
0.45,0.0,0.1,0.45,0.25,
0.45,0.0,0.1,0.45,0.5,
0.45,0.0,0.1,0.45,1.0,
0.45,0.0,0.1,0.45,2.0,
0.45,0.0,0.1,0.45,4.0,
0.45,0.0,0.15,0.4,0.25,
0.45,0.0,0.15,0.4,0.5,
0.45,0.0,0.15,0.4,1.0,
0.45,0.0,0.15,0.4,2.0,
0.45,0.0,0.15,0.4,4.0,
0.45,0.0,0.2,0.35,0.25,
0.45,0.0,0.2,0.35,0.5,
0.45,0.0,0.2,0.35,1.0,
0.45,0.0,0.2,0.35,2.0,
0.45,0.0,0.2,0.35,4.0,
0.45,0.0,0.25,0.3,0.25,
0.45,0.0,0.25,0.3,0.5,
0.45,0.0,0.25,0.3,1.0,
0.45,0.0,0.25,0.3,2.0,
0.45,0.0,0.25,0.3,4.0,
0.45,0.0,0.3,0.25,0.25,
0.45,0.0,0.3,0.25,0.5,
0.45,0.0,0.3,0.25,1.0,
0.45,0.0,0.3,0.25,2.0,
0.45,0.0,0.3,0.25,4.0,
0.45,0.0,0.35,0.2,0.25,
0.45,0.0,0.35,0.2,0.5,
0.45,0.0,0.35,0.2,1.0,
0.45,0.0,0.35,0.2,2.0,
0.45,0.0,0.35,0.2,4.0,
0.45,0.0,0.4,0.15,0.25,
0.45,0.0,0.4,0.15,0.5,
0.45,0.0,0.4,0.15,1.0,
0.45,0.0,0.4,0.15,2.0,
0.45,0.0,0.4,0.15,4.0,
0.45,0.0,0.45,0.1,0.25,
0.45,0.0,0.45,0.1,0.5,
0.45,0.0,0.45,0.1,1.0,
0.45,0.0,0.45,0.1,2.0,
0.45,0.0,0.45,0.1,4.0,
0.45,0.0,0.5,0.05,0.25,
0.45,0.0,0.5,0.05,0.5,
0.45,0.0,0.5,0.05,1.0,
0.45,0.0,0.5,0.05,2.0,
0.45,0.0,0.5,0.05,4.0,
0.45,0.0,0.55,0.0,0.25,
0.45,0.0,0.55,0.0,0.5,
0.45,0.0,0.55,0.0,1.0,
0.45,0.0,0.55,0.0,2.0,
0.45,0.0,0.55,0.0,4.0,
0.45,0.05,0.0,0.5,0.25,-0.0
0.45,0.05,0.0,0.5,0.5,-0.0
0.45,0.05,0.0,0.5,1.0,-0.0
0.45,0.05,0.0,0.5,2.0,-0.0
0.45,0.05,0.0,0.5,4.0,-0.0
0.45,0.05,0.05,0.45,0.25,-0.002
0.45,0.05,0.05,0.45,0.5,-0.004
0.45,0.05,0.05,0.45,1.0,-0.008
0.45,0.05,0.05,0.45,2.0,-0.016
0.45,0.05,0.05,0.45,4.0,-0.032
0.45,0.05,0.1,0.4,0.25,0.008
0.45,0.05,0.1,0.4,0.5,0.015
0.45,0.05,0.1,0.4,1.0,0.031
0.45,0.05,0.1,0.4,2.0,0.062
0.45,0.05,0.1,0.4,4.0,0.124
0.45,0.05,0.15,0.35,0.25,0.021
0.45,0.05,0.15,0.35,0.5,0.042
0.45,0.05,0.15,0.35,1.0,0.084
0.45,0.05,0.15,0.35,2.0,0.169
0.45,0.05,0.15,0.35,4.0,0.338
0.45,0.05,0.2,0.3,0.25,0.032
0.45,0.05,0.2,0.3,0.5,0.064
0.45,0.05,0.2,0.3,1.0,0.127
0.45,0.05,0.2,0.3,2.0,0.255
0.45,0.05,0.2,0.3,4.0,0.509
0.45,0.05,0.25,0.25,0.25,0.036
0.45,0.05,0.25,0.25,0.5,0.072
0.45,0.05,0.25,0.25,1.0,0.143
0.45,0.05,0.25,0.25,2.0,0.287
0.45,0.05,0.25,0.25,4.0,0.573
0.45,0.05,0.3,0.2,0.25,0.032
0.45,0.05,0.3,0.2,0.5,0.064
0.45,0.05,0.3,0.2,1.0,0.127
0.45,0.05,0.3,0.2,2.0,0.255
0.45,0.05,0.3,0.2,4.0,0.509
0.45,0.05,0.35,0.15,0.25,0.021
0.45,0.05,0.35,0.15,0.5,0.042
0.45,0.05,0.35,0.15,1.0,0.084
0.45,0.05,0.35,0.15,2.0,0.169
0.45,0.05,0.35,0.15,4.0,0.338
0.45,0.05,0.4,0.1,0.25,0.008
0.45,0.05,0.4,0.1,0.5,0.015
0.45,0.05,0.4,0.1,1.0,0.031
0.45,0.05,0.4,0.1,2.0,0.062
0.45,0.05,0.4,0.1,4.0,0.124
0.45,0.05,0.45,0.05,0.25,-0.002
0.45,0.05,0.45,0.05,0.5,-0.004
0.45,0.05,0.45,0.05,1.0,-0.008
0.45,0.05,0.45,0.05,2.0,-0.016
0.45,0.05,0.45,0.05,4.0,-0.032
0.45,0.05,0.5,0.0,0.25,-0.0
0.45,0.05,0.5,0.0,0.5,-0.0
0.45,0.05,0.5,0.0,1.0,-0.0
0.45,0.05,0.5,0.0,2.0,-0.0
0.45,0.05,0.5,0.0,4.0,-0.0
0.45,0.1,0.0,0.45,0.25,-0.0
0.45,0.1,0.0,0.45,0.5,-0.0
0.45,0.1,0.0,0.45,1.0,-0.0
0.45,0.1,0.0,0.45,2.0,-0.0
0.45,0.1,0.0,0.45,4.0,-0.0
0.45,0.1,0.05,0.4,0.25,-0.005
0.45,0.1,0.05,0.4,0.5,-0.009
0.45,0.1,0.05,0.4,1.0,-0.019
0.45,0.1,0.05,0.4,2.0,-0.038
0.45,0.1,0.05,0.4,4.0,-0.075
0.45,0.1,0.1,0.35,0.25,0.011
0.45,0.1,0.1,0.35,0.5,0.021
0.45,0.1,0.1,0.35,1.0,0.042
0.45,0.1,0.1,0.35,2.0,0.085
0.45,0.1,0.1,0.35,4.0,0.17
0.45,0.1,0.15,0.3,0.25,0.03
0.45,0.1,0.15,0.3,0.5,0.06
0.45,0.1,0.15,0.3,1.0,0.121
0.45,0.1,0.15,0.3,2.0,0.242
0.45,0.1,0.15,0.3,4.0,0.483
0.45,0.1,0.2,0.25,0.25,0.043
0.45,0.1,0.2,0.25,0.5,0.086
0.45,0.1,0.2,0.25,1.0,0.172
0.45,0.1,0.2,0.25,2.0,0.343
0.45,0.1,0.2,0.25,4.0,0.687
0.45,0.1,0.25,0.2,0.25,0.043
0.45,0.1,0.25,0.2,0.5,0.086
0.45,0.1,0.25,0.2,1.0,0.172
0.45,0.1,0.25,0.2,2.0,0.343
0.45,0.1,0.25,0.2,4.0,0.687
0.45,0.1,0.3,0.15,0.25,0.03
0.45,0.1,0.3,0.15,0.5,0.06
0.45,0.1,0.3,0.15,1.0,0.121
0.45,0.1,0.3,0.15,2.0,0.242
0.45,0.1,0.3,0.15,4.0,0.483
0.45,0.1,0.35,0.1,0.25,0.011
0.45,0.1,0.35,0.1,0.5,0.021
0.45,0.1,0.35,0.1,1.0,0.042
0.45,0.1,0.35,0.1,2.0,0.085
0.45,0.1,0.35,0.1,4.0,0.17
0.45,0.1,0.4,0.05,0.25,-0.005
0.45,0.1,0.4,0.05,0.5,-0.009
0.45,0.1,0.4,0.05,1.0,-0.019
0.45,0.1,0.4,0.05,2.0,-0.038
0.45,0.1,0.4,0.05,4.0,-0.075
0.45,0.1,0.45,0.0,0.25,-0.0
0.45,0.1,0.45,0.0,0.5,-0.0
0.45,0.1,0.45,0.0,1.0,-0.0
0.45,0.1,0.45,0.0,2.0,-0.0
0.45,0.1,0.45,0.0,4.0,-0.0
0.45,0.15,0.0,0.4,0.25,-0.0
0.45,0.15,0.0,0.4,0.5,-0.0
0.45,0.15,0.0,0.4,1.0,-0.0
0.45,0.15,0.0,0.4,2.0,-0.0
0.45,0.15,0.0,0.4,4.0,-0.0
0.45,0.15,0.05,0.35,0.25,-0.008
0.45,0.15,0.05,0.35,0.5,-0.016
0.45,0.15,0.05,0.35,1.0,-0.032
0.45,0.15,0.05,0.35,2.0,-0.064
0.45,0.15,0.05,0.35,4.0,-0.128
0.45,0.15,0.1,0.3,0.25,0.009
0.45,0.15,0.1,0.3,0.5,0.017
0.45,0.15,0.1,0.3,1.0,0.035
0.45,0.15,0.1,0.3,2.0,0.069
0.45,0.15,0.1,0.3,4.0,0.139
0.45,0.15,0.15,0.25,0.25,0.028
0.45,0.15,0.15,0.25,0.5,0.056
0.45,0.15,0.15,0.25,1.0,0.112
0.45,0.15,0.15,0.25,2.0,0.224
0.45,0.15,0.15,0.25,4.0,0.448
0.45,0.15,0.2,0.2,0.25,0.036
0.45,0.15,0.2,0.2,0.5,0.072
0.45,0.15,0.2,0.2,1.0,0.144
0.45,0.15,0.2,0.2,2.0,0.288
0.45,0.15,0.2,0.2,4.0,0.576
0.45,0.15,0.25,0.15,0.25,0.028
0.45,0.15,0.25,0.15,0.5,0.056
0.45,0.15,0.25,0.15,1.0,0.112
0.45,0.15,0.25,0.15,2.0,0.224
0.45,0.15,0.25,0.15,4.0,0.448
0.45,0.15,0.3,0.1,0.25,0.009
0.45,0.15,0.3,0.1,0.5,0.017
0.45,0.15,0.3,0.1,1.0,0.035
0.45,0.15,0.3,0.1,2.0,0.069
0.45,0.15,0.3,0.1,4.0,0.139
0.45,0.15,0.35,0.05,0.25,-0.008
0.45,0.15,0.35,0.05,0.5,-0.016
0.45,0.15,0.35,0.05,1.0,-0.032
0.45,0.15,0.35,0.05,2.0,-0.064
0.45,0.15,0.35,0.05,4.0,-0.128
0.45,0.15,0.4,0.0,0.25,-0.0
0.45,0.15,0.4,0.0,0.5,-0.0
0.45,0.15,0.4,0.0,1.0,-0.0
0.45,0.15,0.4,0.0,2.0,-0.0
0.45,0.15,0.4,0.0,4.0,-0.0
0.45,0.2,0.0,0.35,0.25,-0.0
0.45,0.2,0.0,0.35,0.5,-0.0
0.45,0.2,0.0,0.35,1.0,-0.0
0.45,0.2,0.0,0.35,2.0,-0.0
0.45,0.2,0.0,0.35,4.0,-0.0
0.45,0.2,0.05,0.3,0.25,-0.012
0.45,0.2,0.05,0.3,0.5,-0.023
0.45,0.2,0.05,0.3,1.0,-0.047
0.45,0.2,0.05,0.3,2.0,-0.094
0.45,0.2,0.05,0.3,4.0,-0.187
0.45,0.2,0.1,0.25,0.25,0.003
0.45,0.2,0.1,0.25,0.5,0.005
0.45,0.2,0.1,0.25,1.0,0.01
0.45,0.2,0.1,0.25,2.0,0.02
0.45,0.2,0.1,0.25,4.0,0.041
0.45,0.2,0.15,0.2,0.25,0.016
0.45,0.2,0.15,0.2,0.5,0.033
0.45,0.2,0.15,0.2,1.0,0.066
0.45,0.2,0.15,0.2,2.0,0.132
0.45,0.2,0.15,0.2,4.0,0.264
0.45,0.2,0.2,0.15,0.25,0.016
0.45,0.2,0.2,0.15,0.5,0.033
0.45,0.2,0.2,0.15,1.0,0.066
0.45,0.2,0.2,0.15,2.0,0.132
0.45,0.2,0.2,0.15,4.0,0.264
0.45,0.2,0.25,0.1,0.25,0.003
0.45,0.2,0.25,0.1,0.5,0.005
0.45,0.2,0.25,0.1,1.0,0.01
0.45,0.2,0.25,0.1,2.0,0.02
0.45,0.2,0.25,0.1,4.0,0.041
0.45,0.2,0.3,0.05,0.25,-0.012
0.45,0.2,0.3,0.05,0.5,-0.023
0.45,0.2,0.3,0.05,1.0,-0.047
0.45,0.2,0.3,0.05,2.0,-0.094
0.45,0.2,0.3,0.05,4.0,-0.187
0.45,0.2,0.35,0.0,0.25,-0.0
0.45,0.2,0.35,0.0,0.5,-0.0
0.45,0.2,0.35,0.0,1.0,-0.0
0.45,0.2,0.35,0.0,2.0,-0.0
0.45,0.2,0.35,0.0,4.0,-0.0
0.45,0.25,0.0,0.3,0.25,-0.0
0.45,0.25,0.0,0.3,0.5,-0.0
0.45,0.25,0.0,0.3,1.0,-0.0
0.45,0.25,0.0,0.3,2.0,-0.0
0.45,0.25,0.0,0.3,4.0,-0.0
0.45,0.25,0.05,0.25,0.25,-0.015
0.45,0.25,0.05,0.25,0.5,-0.031
0.45,0.25,0.05,0.25,1.0,-0.062
0.45,0.25,0.05,0.25,2.0,-0.124
0.45,0.25,0.05,0.25,4.0,-0.247
0.45,0.25,0.1,0.2,0.25,-0.006
0.45,0.25,0.1,0.2,0.5,-0.013
0.45,0.25,0.1,0.2,1.0,-0.026
0.45,0.25,0.1,0.2,2.0,-0.051
0.45,0.25,0.1,0.2,4.0,-0.103
0.45,0.25,0.15,0.15,0.25,-0.0
0.45,0.25,0.15,0.15,0.5,-0.001
0.45,0.25,0.15,0.15,1.0,-0.001
0.45,0.25,0.15,0.15,2.0,-0.002
0.45,0.25,0.15,0.15,4.0,-0.004
0.45,0.25,0.2,0.1,0.25,-0.006
0.45,0.25,0.2,0.1,0.5,-0.013
0.45,0.25,0.2,0.1,1.0,-0.026
0.45,0.25,0.2,0.1,2.0,-0.051
0.45,0.25,0.2,0.1,4.0,-0.103
0.45,0.25,0.25,0.05,0.25,-0.015
0.45,0.25,0.25,0.05,0.5,-0.031
0.45,0.25,0.25,0.05,1.0,-0.062
0.45,0.25,0.25,0.05,2.0,-0.124
0.45,0.25,0.25,0.05,4.0,-0.247
0.45,0.25,0.3,0.0,0.25,-0.0
0.45,0.25,0.3,0.0,0.5,-0.0
0.45,0.25,0.3,0.0,1.0,-0.0
0.45,0.25,0.3,0.0,2.0,-0.0
0.45,0.25,0.3,0.0,4.0,-0.0
0.45,0.3,0.0,0.25,0.25,-0.0
0.45,0.3,0.0,0.25,0.5,-0.0
0.45,0.3,0.0,0.25,1.0,-0.0
0.45,0.3,0.0,0.25,2.0,-0.0
0.45,0.3,0.0,0.25,4.0,-0.0
0.45,0.3,0.05,0.2,0.25,-0.019
0.45,0.3,0.05,0.2,0.5,-0.037
0.45,0.3,0.05,0.2,1.0,-0.075
0.45,0.3,0.05,0.2,2.0,-0.149
0.45,0.3,0.05,0.2,4.0,-0.298
0.45,0.3,0.1,0.15,0.25,-0.016
0.45,0.3,0.1,0.15,0.5,-0.032
0.45,0.3,0.1,0.15,1.0,-0.063
0.45,0.3,0.1,0.15,2.0,-0.126
0.45,0.3,0.1,0.15,4.0,-0.253
0.45,0.3,0.15,0.1,0.25,-0.016
0.45,0.3,0.15,0.1,0.5,-0.032
0.45,0.3,0.15,0.1,1.0,-0.063
0.45,0.3,0.15,0.1,2.0,-0.126
0.45,0.3,0.15,0.1,4.0,-0.253
0.45,0.3,0.2,0.05,0.25,-0.019
0.45,0.3,0.2,0.05,0.5,-0.037
0.45,0.3,0.2,0.05,1.0,-0.075
0.45,0.3,0.2,0.05,2.0,-0.149
0.45,0.3,0.2,0.05,4.0,-0.298
0.45,0.3,0.25,0.0,0.25,-0.0
0.45,0.3,0.25,0.0,0.5,-0.0
0.45,0.3,0.25,0.0,1.0,-0.0
0.45,0.3,0.25,0.0,2.0,-0.0
0.45,0.3,0.25,0.0,4.0,-0.0
0.45,0.35,0.0,0.2,0.25,-0.0
0.45,0.35,0.0,0.2,0.5,-0.0
0.45,0.35,0.0,0.2,1.0,-0.0
0.45,0.35,0.0,0.2,2.0,-0.0
0.45,0.35,0.0,0.2,4.0,-0.0
0.45,0.35,0.05,0.15,0.25,-0.02
0.45,0.35,0.05,0.15,0.5,-0.041
0.45,0.35,0.05,0.15,1.0,-0.081
0.45,0.35,0.05,0.15,2.0,-0.163
0.45,0.35,0.05,0.15,4.0,-0.325
0.45,0.35,0.1,0.1,0.25,-0.022
0.45,0.35,0.1,0.1,0.5,-0.044
0.45,0.35,0.1,0.1,1.0,-0.087
0.45,0.35,0.1,0.1,2.0,-0.175
0.45,0.35,0.1,0.1,4.0,-0.35
0.45,0.35,0.15,0.05,0.25,-0.02
0.45,0.35,0.15,0.05,0.5,-0.041
0.45,0.35,0.15,0.05,1.0,-0.081
0.45,0.35,0.15,0.05,2.0,-0.163
0.45,0.35,0.15,0.05,4.0,-0.325
0.45,0.35,0.2,0.0,0.25,-0.0
0.45,0.35,0.2,0.0,0.5,-0.0
0.45,0.35,0.2,0.0,1.0,-0.0
0.45,0.35,0.2,0.0,2.0,-0.0
0.45,0.35,0.2,0.0,4.0,-0.0
0.45,0.4,0.0,0.15,0.25,-0.0
0.45,0.4,0.0,0.15,0.5,-0.0
0.45,0.4,0.0,0.15,1.0,-0.0
0.45,0.4,0.0,0.15,2.0,-0.0
0.45,0.4,0.0,0.15,4.0,-0.0
0.45,0.4,0.05,0.1,0.25,-0.019
0.45,0.4,0.05,0.1,0.5,-0.038
0.45,0.4,0.05,0.1,1.0,-0.077
0.45,0.4,0.05,0.1,2.0,-0.153
0.45,0.4,0.05,0.1,4.0,-0.306
0.45,0.4,0.1,0.05,0.25,-0.019
0.45,0.4,0.1,0.05,0.5,-0.038
0.45,0.4,0.1,0.05,1.0,-0.077
0.45,0.4,0.1,0.05,2.0,-0.153
0.45,0.4,0.1,0.05,4.0,-0.306
0.45,0.4,0.15,0.0,0.25,-0.0
0.45,0.4,0.15,0.0,0.5,-0.0
0.45,0.4,0.15,0.0,1.0,-0.0
0.45,0.4,0.15,0.0,2.0,-0.0
0.45,0.4,0.15,0.0,4.0,-0.0
